age,workclass,fnlwgt,education,educationNum,maritalStatus,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,country,earnings
22,1,136767,10,9,1,1,1,1,0,0,30,1,0
63,1,219540,10,9,2,0,1,0,0,0,40,1,0
36,1,114059,13,13,1,1,1,1,0,0,45,1,0
56,1,247337,13,13,1,1,1,1,0,0,50,1,1
43,3,310969,12,15,1,1,2,1,0,0,40,1,0
41,1,171546,13,13,1,1,1,1,0,0,45,1,1
41,1,217455,10,9,2,4,1,0,0,0,40,1,0
36,1,410489,13,13,2,0,1,1,0,0,45,1,0
59,1,146391,15,16,1,1,1,1,0,0,50,1,1
46,5,165484,8,12,1,1,1,1,0,0,44,1,1
23,1,184271,13,13,0,0,1,0,0,0,36,1,0
46,2,231347,11,10,4,0,1,1,0,0,20,1,0
53,1,95469,13,13,1,1,1,1,0,1902,40,1,1
47,1,244025,10,9,0,4,4,1,0,0,56,36,0
46,4,46537,14,14,0,0,1,0,0,0,40,1,0
47,1,205730,10,9,1,1,1,1,0,0,56,1,1
29,1,383745,10,9,1,1,1,1,0,1887,30,1,1
32,1,328199,9,11,2,4,1,0,0,0,40,1,0
90,1,84553,10,9,1,1,1,1,0,0,40,1,0
63,1,221072,13,13,1,1,1,1,0,0,49,0,0
23,1,123983,9,11,0,3,3,1,0,0,40,1,0
76,0,191024,13,13,1,1,1,1,0,0,30,1,0
23,1,167868,9,11,0,0,1,0,0,0,40,1,0
44,1,225879,11,10,1,2,0,0,0,0,30,4,1
81,6,247232,5,6,1,2,1,0,2936,0,28,1,0
17,1,143791,5,6,0,3,2,0,0,0,12,1,0
56,1,177271,9,11,1,1,1,1,0,0,40,1,1
58,4,129786,5,6,1,1,1,1,0,0,40,1,0
45,1,31339,13,13,1,1,1,1,0,0,45,1,1
25,1,236267,10,9,1,1,1,1,0,0,40,1,0
36,1,130620,13,13,1,2,3,0,0,0,35,35,1
32,1,208180,9,11,1,2,1,0,0,0,24,1,1
25,1,292058,10,9,0,5,1,1,0,0,30,1,0
29,4,142712,11,10,1,1,1,1,0,0,40,1,1
23,1,119665,10,9,0,0,1,1,0,0,60,1,0
41,1,116825,14,14,1,1,1,1,0,0,55,1,1
48,3,201177,13,13,1,1,2,1,0,0,40,1,1
29,1,118337,10,9,1,1,1,1,0,0,60,1,0
27,0,173800,14,14,0,4,3,1,0,0,20,6,0
55,1,289257,11,10,1,1,1,1,0,0,40,1,0
30,1,190912,6,7,1,1,3,1,0,1651,40,40,0
45,1,140581,11,10,6,4,2,0,0,0,40,1,0
50,1,174102,10,9,2,3,1,1,0,0,40,36,0
22,1,316509,10,9,0,0,1,1,0,0,50,1,0
80,5,20101,10,9,6,4,4,0,0,0,32,1,0
30,1,187279,10,9,1,1,1,1,0,0,44,1,0
20,1,259496,11,10,0,3,1,0,0,0,20,1,0
29,2,181466,10,9,1,1,1,1,0,0,35,1,0
56,1,178202,11,10,1,1,1,1,0,0,40,1,0
63,1,188976,13,13,1,1,1,1,0,0,40,1,0
20,1,203027,10,9,0,3,1,1,0,0,40,1,0
38,3,142022,10,9,1,2,2,0,0,0,40,1,0
31,1,119033,10,9,1,1,1,1,0,0,40,1,0
21,1,216181,11,10,0,3,1,1,0,0,35,1,0
47,1,178341,5,6,1,1,1,1,0,0,46,1,1
25,5,244408,13,13,0,4,3,0,0,0,40,40,0
31,1,198953,11,10,4,4,2,0,0,0,38,1,0
28,1,173110,10,9,0,0,1,0,0,0,40,1,0
38,1,66326,10,9,1,1,1,1,0,0,99,1,0
30,5,181091,13,13,1,1,1,1,0,0,40,1,0
39,6,135500,10,9,1,1,1,1,0,1977,40,1,1
27,1,133929,13,13,0,4,1,0,0,0,36,0,0
26,1,86483,11,10,0,0,1,0,0,0,40,1,0
47,1,167787,10,9,0,5,1,0,0,0,40,1,0
27,2,208577,10,9,0,0,1,1,0,2258,50,1,0
43,1,216697,11,10,1,1,0,1,0,0,32,1,0
32,5,118457,13,13,0,0,1,1,0,0,55,1,0
20,1,298635,11,10,0,3,3,1,0,0,30,35,0
21,5,212780,7,8,0,4,2,0,0,0,20,1,0
32,1,159187,9,11,0,0,1,1,0,0,40,1,0
37,1,237995,9,11,2,0,2,1,0,0,48,1,0
45,1,160724,10,9,1,1,3,1,0,0,40,40,0
37,6,183800,8,12,1,1,1,1,0,1887,40,1,1
54,0,185936,4,5,2,0,1,0,0,0,15,1,0
24,1,161198,13,13,0,0,1,1,0,0,25,1,0
28,0,113635,6,7,0,0,1,1,0,0,30,1,0
23,1,214542,11,10,0,3,1,1,0,0,40,1,0
54,0,172991,10,9,1,1,1,1,0,0,40,1,0
40,1,203761,10,9,1,1,1,1,0,0,40,1,1
38,1,161141,11,10,1,1,1,1,0,0,48,1,1
71,1,180117,5,6,1,1,1,1,0,0,40,1,0
51,1,317396,11,10,2,4,1,0,0,0,40,1,0
52,2,237868,11,10,0,4,1,1,0,0,5,1,0
30,1,323069,13,13,0,0,1,0,0,0,40,1,0
34,1,181091,10,9,1,1,1,1,7688,0,40,1,1
38,1,309122,5,6,2,0,1,0,0,0,40,1,0
43,4,105936,9,11,0,0,1,0,13550,0,40,1,1
43,1,40024,6,7,0,0,1,1,0,0,42,1,0
36,4,192443,11,10,0,0,2,1,13550,0,40,1,1
24,3,184216,11,10,0,3,1,0,0,0,40,1,0
29,0,256211,1,2,0,3,3,1,0,0,40,35,0
55,1,205422,5,6,1,2,2,0,0,0,40,1,0
51,1,22211,14,14,1,1,1,1,0,1902,60,1,1
43,5,196308,10,9,2,4,4,0,0,0,40,1,0
28,1,389713,10,9,2,0,1,1,0,0,40,1,0
54,1,82566,8,12,1,1,1,1,0,0,45,1,0
47,1,199058,11,10,1,1,1,1,0,0,40,1,1
47,1,160440,13,13,1,1,1,1,0,0,55,1,1
47,1,76034,11,10,1,1,1,1,0,0,57,1,1
38,1,188503,11,10,0,4,1,0,6497,0,35,1,0
60,2,92845,2,3,1,1,1,1,0,0,40,1,0
19,1,29083,10,9,0,3,4,0,0,0,25,1,0
22,1,234474,11,10,0,3,2,0,0,0,25,1,0
55,5,107308,14,14,1,1,1,1,0,0,40,1,1
44,1,111891,11,10,4,5,2,0,0,0,35,1,0
53,2,145419,1,2,1,1,1,1,7688,0,67,30,1
44,5,193425,14,14,1,2,1,0,4386,0,40,1,1
28,4,188278,13,13,0,0,1,1,0,0,50,1,0
30,5,303485,11,10,0,4,2,0,0,0,40,1,0
39,5,67187,10,9,0,3,4,0,0,0,40,1,0
43,3,114508,10,9,2,4,1,0,0,0,40,1,0
24,1,204172,13,13,0,5,1,0,0,0,40,1,0
27,5,162973,9,11,0,0,1,1,0,0,56,1,0
64,2,192695,2,3,1,1,1,1,0,0,70,15,0
41,5,89172,11,10,1,1,1,1,0,0,40,1,1
28,1,163320,10,9,0,3,1,1,0,0,40,1,0
61,1,128230,10,9,1,1,1,1,0,0,30,1,0
27,1,246440,6,7,2,4,1,0,0,0,40,1,0
49,1,50567,11,10,2,0,1,0,0,0,32,1,0
20,1,117476,11,10,1,1,1,1,0,0,40,1,0
41,1,315834,13,13,0,0,1,0,0,1876,40,1,0
28,5,214881,10,9,1,1,1,1,0,0,40,1,0
36,1,195516,10,9,2,0,1,1,0,0,40,1,0
44,2,218653,13,13,2,3,1,1,0,0,40,1,0
51,1,87205,13,13,1,2,1,0,7688,0,20,1,1
40,1,164647,11,10,2,4,2,0,0,0,38,1,0
19,1,129151,10,9,0,0,1,0,0,0,40,1,0
54,1,319697,11,10,1,2,1,0,0,0,40,1,0
55,2,193374,10,9,2,0,1,1,0,0,40,1,0
57,1,167864,9,11,6,0,1,0,0,0,40,1,0
29,1,197932,11,10,4,0,1,0,0,0,30,23,0
51,1,102904,10,9,2,4,1,0,0,0,43,1,0
44,1,216907,10,9,2,0,1,1,0,0,37,1,0
35,5,331395,9,11,1,1,1,1,0,0,42,1,0
40,1,171424,10,9,2,0,1,1,0,0,40,1,0
46,1,35406,3,4,4,0,1,0,0,0,32,1,0
25,1,238964,11,10,1,1,1,1,0,0,60,1,1
33,1,213002,13,13,0,0,1,1,0,1408,36,1,0
32,1,27882,11,10,0,5,1,0,0,2205,40,25,0
22,1,340543,10,9,0,0,1,0,0,0,40,1,0
39,1,70240,11,10,1,2,3,0,0,0,40,35,0
18,2,87169,10,9,0,3,3,1,0,0,40,1,0
43,1,253759,10,9,2,4,2,0,0,0,45,1,0
46,1,194431,10,9,0,5,1,1,0,0,40,1,0
63,1,137843,11,10,1,1,1,1,7298,0,48,1,1
40,0,170649,11,10,1,1,1,1,0,0,8,1,0
59,1,182460,13,13,1,1,1,1,0,0,60,1,1
40,5,26929,14,14,0,0,1,0,0,0,40,1,0
23,1,399022,10,9,0,3,1,1,0,0,35,1,0
64,0,50171,10,9,1,1,1,1,0,0,10,1,0
36,1,218490,9,11,1,1,1,1,0,0,60,1,0
48,1,164423,10,9,2,4,1,0,0,0,40,1,0
43,1,124436,11,10,1,2,1,0,0,0,40,1,1
18,1,60981,5,6,0,3,1,0,0,0,30,1,0
17,1,70868,6,7,0,3,1,1,0,0,16,1,0
36,1,150601,12,15,1,1,1,1,0,0,50,0,0
53,1,228500,10,9,1,1,1,1,0,0,40,1,1
36,3,76767,11,10,2,0,1,0,0,0,39,1,0
20,1,218178,10,9,0,0,1,1,0,0,40,1,0
22,1,615367,13,13,0,0,1,0,0,0,60,1,0
34,1,150324,13,13,1,1,1,1,0,0,40,1,1
39,1,51264,6,7,2,3,1,1,0,0,40,1,0
57,1,197642,11,10,6,0,1,0,0,0,40,1,0
30,1,229895,5,6,2,4,1,0,0,0,40,1,0
37,1,167415,12,15,1,1,1,1,0,0,60,1,1
51,1,166934,10,9,1,1,1,1,0,0,40,1,1
38,1,305597,10,9,0,4,1,1,0,0,40,1,0
34,1,301591,10,9,0,4,1,0,0,0,35,1,0
47,4,229646,10,9,3,0,2,0,0,0,40,36,0
28,2,51461,10,9,1,1,1,1,0,0,40,1,0
25,1,206600,5,6,0,0,1,1,0,0,24,32,0
25,1,176836,11,10,0,0,1,0,0,0,60,1,0
50,1,204447,14,14,1,1,1,1,15024,0,65,1,1
50,1,33304,10,9,1,1,1,1,0,0,40,1,1
43,1,174051,13,13,1,1,1,1,0,0,48,1,0
27,1,38918,10,9,0,0,1,1,0,1876,75,1,0
32,1,170017,10,9,1,1,1,1,0,0,50,1,0
44,1,98466,5,6,0,4,1,1,0,0,35,1,0
19,1,188864,10,9,0,4,2,0,0,0,20,1,0
53,6,137815,11,10,6,0,1,1,0,0,40,1,1
21,1,43475,10,9,0,0,1,1,0,0,40,1,0
26,1,557236,10,9,0,0,1,1,0,0,40,1,0
68,1,32779,10,9,1,1,1,1,0,419,12,1,0
31,1,161765,11,10,1,1,1,1,0,2051,57,1,0
32,1,207668,13,13,0,5,1,1,0,2444,50,1,1
33,1,171215,14,14,0,3,1,1,0,0,40,1,0
49,0,52590,10,9,0,0,2,1,0,0,40,1,0
24,1,183751,6,7,1,1,1,1,0,0,65,1,0
30,1,149507,10,9,1,1,1,1,0,0,42,1,0
49,1,98092,10,9,1,1,1,1,0,0,40,1,1
18,1,123714,6,7,0,0,2,1,0,0,40,1,0
30,3,190385,11,10,0,0,1,0,0,0,37,1,0
51,1,334273,10,9,1,1,1,1,0,0,40,1,0
52,1,343440,11,10,1,1,1,1,0,0,40,1,0
52,1,208302,10,9,2,5,1,1,0,0,30,1,0
23,5,280164,10,9,0,3,2,1,0,0,32,1,0
23,2,174714,5,6,0,0,1,1,0,0,60,1,0
36,1,184655,10,9,1,1,1,1,0,0,48,1,0
19,1,140459,6,7,0,5,1,1,0,0,25,1,0
53,2,108815,10,9,1,1,1,1,0,0,60,1,0
17,1,152652,6,7,0,3,1,1,0,0,25,1,0
69,1,269499,10,9,6,0,1,0,0,0,8,1,0
46,5,33373,13,13,2,4,1,0,0,0,40,1,0
33,1,243674,10,9,4,0,1,1,0,0,46,1,0
40,1,225432,11,10,1,1,1,1,0,0,45,1,0
56,1,215839,11,10,1,1,1,1,0,0,60,0,0
29,5,195520,14,14,1,1,1,1,0,0,40,1,0
41,1,70092,11,10,2,4,1,0,0,0,38,1,0
22,1,189888,10,9,1,1,1,1,0,0,45,1,0
28,1,64307,3,4,1,1,1,1,0,0,40,1,0
31,1,94235,13,13,1,1,1,1,0,0,46,1,0
35,1,62333,13,13,0,0,1,0,0,0,40,1,0
38,1,260997,11,10,1,1,2,1,0,0,40,1,0
17,1,146268,5,6,0,3,1,0,0,0,10,1,0
39,1,147258,5,6,1,1,1,1,0,0,40,1,0
27,2,207948,11,10,0,0,2,1,0,0,40,1,0
50,1,180607,10,9,0,3,1,0,0,0,40,1,0
56,5,104996,10,9,1,1,1,1,0,0,40,1,0
80,2,562336,10,9,1,1,1,1,0,0,20,1,0
38,2,334366,11,10,1,2,1,0,0,0,15,1,0
52,3,142757,10,9,1,1,2,1,0,0,40,1,1
26,5,220656,13,13,0,3,2,1,0,0,38,19,0
43,1,96483,10,9,2,3,3,0,0,0,40,5,0
45,1,51744,13,13,0,0,1,0,0,0,42,1,0
41,6,114967,9,11,1,1,2,1,0,0,40,1,1
30,1,393965,8,12,2,0,1,0,0,0,25,1,0
24,1,41838,11,10,1,1,1,1,2407,0,40,1,0
43,5,143046,11,10,2,4,1,0,0,0,20,1,0
44,1,209174,13,13,1,1,1,1,0,0,70,1,1
54,1,183248,10,9,2,0,2,1,0,0,40,1,0
23,1,102942,13,13,0,3,1,0,0,2258,40,1,1
33,2,427474,10,9,1,1,1,1,0,0,60,1,1
18,1,338632,6,7,0,3,1,1,0,0,16,1,0
38,1,89559,11,10,4,4,1,0,0,0,40,21,0
41,2,32533,9,11,1,1,1,1,0,0,45,1,0
22,0,255969,7,8,0,0,1,1,0,0,48,1,0
66,6,112376,3,4,1,1,1,1,0,0,40,1,1
70,0,346053,10,9,1,1,1,1,0,0,40,1,0
58,2,147653,5,6,1,2,1,0,0,1977,35,0,1
60,2,44915,14,14,2,4,1,0,0,0,10,1,0
24,5,111450,5,6,0,4,2,1,0,0,65,24,0
61,1,171429,6,7,2,4,1,0,0,0,36,1,0
35,5,190964,13,13,1,1,1,1,0,0,40,1,0
19,1,109005,11,10,0,3,1,0,0,0,40,1,0
52,1,404453,10,9,0,4,2,0,0,0,40,1,0
38,2,280169,13,13,1,1,1,1,7298,0,50,1,1
39,2,163204,10,9,1,1,1,1,0,0,40,1,0
33,2,192256,13,13,1,1,1,1,0,0,50,1,0
52,1,181755,10,9,2,4,1,0,0,0,40,1,0
41,1,183105,10,9,4,4,1,0,0,0,44,14,0
37,1,335168,11,10,1,1,1,1,0,0,55,1,0
38,5,86643,13,13,1,1,1,1,0,0,45,1,1
27,1,180262,11,10,0,0,1,0,0,0,40,1,0
38,1,127865,14,14,0,4,1,0,0,0,40,1,0
38,2,146042,13,13,1,1,3,1,3103,0,60,1,1
49,2,102110,10,9,1,1,1,1,0,0,30,1,1
38,1,152237,13,13,0,0,1,1,0,0,45,0,1
22,1,202745,10,9,0,5,1,1,0,0,55,1,0
40,4,199303,8,12,1,1,1,1,0,0,40,1,1
20,1,266467,10,9,1,1,1,1,0,0,40,1,0
34,4,345259,15,16,0,0,1,0,0,0,99,1,0
24,1,204935,14,14,0,0,1,1,0,0,56,1,0
58,4,244830,13,13,4,0,1,1,4787,0,40,1,1
24,1,190457,11,10,0,3,1,0,0,0,40,1,0
43,1,180138,10,9,0,0,1,1,0,0,45,1,0
38,1,166585,10,9,0,3,1,0,0,0,40,1,0
42,1,29962,10,9,1,1,1,1,0,0,40,1,0
27,1,191129,11,10,1,1,1,1,0,0,40,1,0
18,1,378707,5,6,0,3,1,0,0,0,20,1,0
37,1,116358,10,9,0,5,4,1,27828,0,48,1,1
48,1,240629,10,9,2,0,1,1,0,0,65,1,0
40,1,233320,3,4,4,0,1,0,0,0,25,1,0
50,6,302708,13,13,1,1,3,1,7688,0,50,7,1
57,1,29375,10,9,4,0,4,0,0,0,35,1,0
36,5,137314,11,10,1,1,1,1,0,0,60,1,1
41,1,140886,10,9,1,1,1,1,0,0,40,1,0
90,1,226968,3,4,1,1,1,1,0,0,40,1,0
66,1,151793,3,4,6,0,2,0,0,0,10,1,0
34,2,56460,10,9,1,2,1,0,0,2179,12,1,0
23,1,72887,10,9,0,3,3,1,0,0,1,40,0
35,1,261646,10,9,1,1,1,1,0,0,55,1,0
32,1,178615,10,9,1,1,1,1,2407,0,40,1,0
33,1,295589,13,13,0,0,2,1,0,0,50,1,1
32,6,377836,9,11,1,1,1,1,0,0,40,1,0
31,1,56510,11,10,1,1,3,1,0,0,40,1,0
32,2,337696,11,10,1,1,1,1,0,0,50,1,0
40,1,183765,10,9,1,1,1,1,0,0,40,1,0
27,2,107846,10,9,0,0,1,1,0,0,30,1,0
34,5,22641,10,9,0,0,4,1,0,0,40,1,0
35,1,204590,9,11,1,2,2,0,0,0,40,1,1
29,1,114801,11,10,1,1,1,1,0,0,40,1,0
41,1,190591,10,9,4,4,2,0,0,0,20,1,0
33,3,220066,15,16,1,2,1,0,0,0,48,1,1
22,0,228480,10,9,1,3,1,0,0,0,20,1,0
52,1,128378,13,13,1,1,1,1,0,0,40,1,1
20,1,157595,10,9,1,1,1,1,0,0,40,1,0
18,5,152171,6,7,0,3,1,1,0,0,10,1,0
63,1,339755,13,13,1,1,1,1,0,0,50,0,1
49,1,240841,3,4,2,4,1,0,0,0,35,1,0
58,1,94345,10,9,1,1,1,1,0,0,40,1,0
23,2,289116,10,9,2,4,1,0,0,0,50,1,0
59,1,176647,10,9,1,1,1,1,0,0,40,1,1
49,2,79627,11,10,1,1,1,1,0,0,40,1,0
23,5,210781,13,13,0,3,1,0,0,0,15,1,0
17,0,161981,5,6,0,3,1,1,0,0,40,1,0
20,1,493443,6,7,0,0,1,1,0,0,40,1,0
36,1,86459,9,11,1,1,1,1,0,1887,50,1,1
64,1,312242,11,10,6,0,1,0,0,0,3,1,0
34,1,185408,11,10,0,0,1,0,0,0,40,1,0
63,1,101077,8,12,3,5,1,0,0,0,35,1,0
51,1,147200,10,9,0,0,2,0,0,0,40,1,0
40,3,166327,11,10,2,0,2,0,0,0,35,1,0
55,1,178644,4,5,1,1,1,1,0,0,55,1,0
35,1,126675,10,9,2,0,1,1,0,0,46,0,0
30,1,158420,13,13,0,0,1,1,0,0,25,1,0
47,0,83046,13,13,1,1,1,1,0,0,18,1,0
29,1,46609,5,6,0,0,2,1,0,0,40,0,0
17,0,170320,6,7,0,3,1,0,0,0,8,1,0
32,2,37232,12,15,1,1,1,1,7688,0,45,1,1
55,1,141877,13,13,1,1,1,1,0,0,40,1,0
47,5,81654,11,10,2,0,1,1,0,0,56,1,1
50,1,177705,13,13,2,0,1,1,0,0,40,1,0
42,1,124792,10,9,1,1,2,1,7688,0,45,1,1
32,2,129497,11,10,1,1,1,1,0,0,55,1,1
60,1,114413,8,12,1,1,1,1,0,0,30,1,0
53,1,189511,10,9,1,1,1,1,0,0,40,1,0
58,1,111625,13,13,6,4,1,1,8614,0,40,1,1
45,1,246431,13,13,0,0,1,1,0,0,30,1,0
31,1,147654,10,9,0,3,1,1,0,0,40,1,0
32,2,443546,10,9,0,0,1,1,0,0,40,1,0
37,1,281751,11,10,2,4,1,0,0,0,30,1,0
28,1,263128,11,10,0,0,1,0,0,0,60,1,0
26,1,292692,7,8,0,0,1,1,0,0,40,4,0
47,6,96798,10,9,1,1,1,1,0,0,80,1,1
34,1,430554,11,10,1,1,1,1,0,0,50,1,1
42,1,317078,10,9,2,0,2,1,0,0,40,1,0
48,1,108557,13,13,1,2,1,0,99999,0,40,1,1
32,1,207400,10,9,0,4,2,0,0,0,40,1,0
35,1,187089,9,11,1,2,1,0,0,0,42,1,1
46,5,398986,15,16,1,2,1,0,0,1902,52,1,1
38,1,238980,11,10,1,1,1,1,0,0,40,1,0
49,0,407495,10,9,3,0,1,1,0,0,70,1,0
35,1,183800,13,13,1,1,1,1,0,0,40,1,1
61,0,226989,10,9,2,0,1,1,4865,0,40,1,0
45,1,287190,8,12,2,4,2,1,0,0,35,1,0
31,1,111363,13,13,0,0,1,1,0,0,40,1,0
52,6,260938,11,10,1,1,1,1,0,0,60,1,1
20,1,183594,11,10,0,3,1,1,0,0,50,1,0
64,0,49194,6,7,1,1,1,1,0,0,30,1,0
20,0,117618,11,10,0,3,1,1,0,0,40,1,0
24,1,172496,14,14,0,0,1,1,0,0,50,1,0
29,1,389713,9,11,1,1,1,1,0,0,40,1,1
23,1,174413,13,13,0,0,1,0,0,0,40,1,0
34,3,189843,10,9,1,1,1,1,0,0,40,1,0
54,1,198546,14,14,6,4,1,0,0,0,38,1,0
21,1,82497,11,10,0,0,1,0,0,0,30,1,0
23,1,193090,13,13,0,3,1,0,0,0,30,1,0
79,1,172220,3,4,6,0,1,0,2964,0,30,1,0
55,1,208451,14,14,1,1,1,1,0,0,40,1,1
42,0,234277,10,9,3,0,1,1,0,0,35,1,0
60,1,163729,10,9,2,4,1,0,2597,0,40,1,0
37,1,434097,8,12,2,0,2,1,0,0,40,1,0
47,1,192053,10,9,2,0,1,1,0,1590,40,1,0
20,3,178628,11,10,0,3,1,1,0,0,40,1,0
53,1,96827,13,13,0,0,1,1,0,0,40,15,0
34,1,154667,10,9,1,2,1,0,0,0,40,1,0
43,1,160246,11,10,2,4,2,0,0,0,40,1,0
24,2,166036,11,10,1,1,1,1,0,0,60,1,0
23,1,186813,10,9,0,3,4,1,0,0,40,1,0
29,1,162312,9,11,0,0,0,1,0,0,40,1,0
58,1,183893,11,10,2,4,2,0,0,0,40,1,0
55,0,270228,8,12,1,1,2,1,7688,0,40,1,1
40,1,111829,14,14,0,3,1,0,0,0,40,1,0
43,4,175669,11,10,1,2,1,0,0,0,40,1,0
25,3,104097,14,14,0,0,1,1,0,0,40,1,0
23,5,117618,13,13,0,3,1,1,0,0,24,1,0
34,6,202450,10,9,1,1,1,1,0,0,50,1,0
26,1,109570,11,10,4,4,1,0,0,0,35,1,0
60,1,101096,15,16,0,0,1,0,0,0,65,1,1
39,1,236391,10,9,1,1,1,1,0,0,50,1,1
21,1,136975,10,9,0,3,1,1,0,0,40,1,0
45,1,167523,10,9,1,1,1,1,0,2179,45,1,0
33,1,240979,11,10,0,0,1,1,0,0,40,1,0
26,1,248612,13,13,0,0,1,1,0,0,70,1,1
39,1,151023,11,10,2,4,1,0,114,0,45,1,0
29,1,236436,8,12,0,0,1,0,8614,0,40,1,1
29,0,153167,11,10,0,3,2,0,0,0,40,1,0
52,1,61735,6,7,1,1,1,1,0,0,40,1,0
34,1,243165,13,13,1,1,1,1,0,0,30,1,1
24,1,388885,10,9,0,0,1,1,0,0,48,1,0
77,6,84979,15,16,1,1,1,1,20051,0,40,1,1
34,2,87209,14,14,1,1,1,1,0,0,60,1,0
53,2,168539,4,5,1,1,1,1,0,0,70,1,0
31,1,179013,10,9,4,0,2,1,0,0,40,1,0
58,1,196643,10,9,2,0,1,0,0,0,15,1,0
50,2,68898,14,14,1,1,1,1,7688,0,55,1,1
32,1,156464,10,9,1,1,1,1,0,0,40,1,0
57,1,35884,10,9,2,0,1,0,0,0,40,1,0
32,1,182714,10,9,0,0,1,0,0,0,45,1,0
77,1,344425,4,5,1,2,2,0,0,0,10,1,0
37,2,177277,11,10,0,0,1,1,0,0,40,1,0
51,1,70767,10,9,1,5,1,0,0,0,40,1,0
33,2,520078,8,12,2,4,2,1,0,0,60,1,0
53,5,321770,10,9,3,5,1,0,0,0,35,1,0
32,1,158416,10,9,2,0,1,1,0,0,50,1,0
30,1,312667,11,10,1,1,1,1,0,0,40,1,0
19,1,208656,11,10,0,3,1,0,594,0,20,1,0
33,1,31481,13,13,3,4,1,0,0,0,24,1,0
31,1,259531,9,11,0,0,1,0,0,0,40,1,0
28,1,186239,11,10,0,4,2,0,0,0,40,1,0
19,1,162954,7,8,0,3,1,0,0,0,20,1,0
27,1,249315,10,9,1,1,1,1,0,0,60,1,0
21,1,308237,2,3,1,1,1,1,0,0,40,4,0
24,1,103064,13,13,0,0,1,0,0,0,40,1,0
46,1,185847,10,9,2,0,1,1,0,0,54,1,0
31,1,168521,13,13,0,0,1,0,0,0,40,1,0
60,1,198170,11,10,1,1,1,1,0,0,40,1,1
21,1,353628,5,6,4,4,2,0,0,0,38,1,0
38,0,273285,6,7,0,0,1,0,0,0,32,1,0
31,1,272069,9,11,2,0,1,1,0,0,40,1,0
26,1,22328,13,13,1,1,1,1,0,0,40,1,1
46,1,309212,10,9,2,0,1,0,0,0,25,1,0
25,6,148888,10,9,1,1,1,1,0,0,60,1,1
23,5,324637,11,10,0,0,1,1,0,0,30,1,0
53,6,55139,14,14,1,1,1,1,0,0,40,1,1
42,0,212206,14,14,1,2,1,0,0,1887,48,1,1
29,1,119004,10,9,1,2,1,0,0,2179,40,1,0
45,1,252079,11,10,1,1,1,1,0,0,50,1,1
70,1,315868,13,13,2,0,1,1,0,0,40,1,0
55,6,392325,13,13,1,1,1,1,99999,0,60,1,1
40,3,174283,15,16,1,1,1,1,0,1887,50,1,1
17,1,126832,5,6,0,3,1,1,0,0,30,1,0
18,1,126071,10,9,0,3,1,1,0,0,40,1,0
34,1,265706,14,14,0,4,1,1,0,0,60,1,1
41,1,282964,11,10,2,0,1,0,0,0,40,1,0
28,1,328518,13,13,0,0,1,1,0,0,40,1,0
23,3,283499,10,9,0,3,1,1,0,0,40,1,0
32,1,286675,11,10,0,5,1,1,0,0,40,1,0
56,1,136472,3,4,1,1,2,1,0,0,48,1,0
36,1,132879,10,9,2,4,1,1,0,0,45,1,0
26,1,314798,10,9,0,0,1,1,0,0,50,1,0
62,1,143943,13,13,6,4,1,0,0,0,7,1,0
35,1,134367,8,12,2,4,1,0,0,0,40,1,0
25,5,366796,13,13,0,0,1,0,0,0,40,1,0
28,1,195573,10,9,1,1,1,1,0,0,50,1,0
21,1,33616,11,10,0,3,1,0,0,0,25,1,0
31,1,164190,5,6,1,1,1,1,0,0,40,1,0
23,1,380281,8,12,0,3,1,1,0,0,25,17,0
58,6,190763,13,13,1,1,1,1,0,0,40,1,1
55,5,209535,14,14,1,1,1,1,0,0,40,1,1
54,1,156003,10,9,1,1,1,1,0,0,40,1,0
33,1,55699,10,9,1,1,1,1,3908,0,40,1,0
28,1,183151,6,7,1,1,1,1,7688,0,40,1,1
40,1,198790,6,7,1,1,1,1,0,0,30,1,0
33,2,272359,13,13,1,1,1,1,7298,0,80,1,1
27,1,236481,12,15,0,0,3,1,0,0,10,3,0
55,1,143266,10,9,2,4,1,1,0,0,25,1,0
53,1,192386,10,9,4,4,1,1,0,0,45,1,0
23,1,99543,7,8,0,0,1,1,0,0,46,1,0
66,1,169435,10,9,6,0,1,1,0,0,16,1,0
34,2,34572,9,11,1,1,1,1,0,0,60,1,1
39,1,119272,5,6,2,0,1,1,0,0,40,1,0
21,1,211601,11,10,0,3,2,0,0,0,40,1,0
26,1,154785,11,10,3,3,0,0,0,0,35,1,0
21,1,213041,10,9,0,3,1,0,0,0,40,14,0
59,1,229939,10,9,1,1,1,1,0,0,40,1,0
61,1,175331,5,6,1,1,1,1,0,0,40,1,0
30,1,226443,13,13,1,1,1,1,0,0,50,1,1
22,1,46561,9,11,1,1,1,1,0,0,40,1,0
47,1,161311,10,9,2,4,1,0,0,0,30,1,0
50,1,98215,10,9,2,0,1,1,0,0,40,1,0
67,1,118363,13,13,2,0,1,0,0,2206,5,1,0
59,5,181242,5,6,1,1,1,1,0,0,40,1,0
35,1,356238,8,12,0,0,1,0,0,0,80,1,1
56,2,39380,11,10,3,0,1,0,27828,0,20,1,1
28,1,315287,10,9,0,5,2,1,0,0,40,0,0
34,1,269723,10,9,2,4,1,0,2977,0,50,1,0
63,1,34098,5,6,6,4,1,0,0,0,56,1,0
